Maximum data : 1.513488e+00
Minimum data : -5.341575e-01
Median : -1.150000e-01
Average : -3.428938e-03
Variance : 1.012042e-01
Normalized entropy : 7.886881e-01
Data	Probability	The number of points
-9.850000e-01	0.000000e+00	0
-9.550000e-01	0.000000e+00	0
-9.250000e-01	0.000000e+00	0
-8.950000e-01	0.000000e+00	0
-8.650000e-01	0.000000e+00	0
-8.350000e-01	0.000000e+00	0
-8.050000e-01	0.000000e+00	0
-7.750000e-01	0.000000e+00	0
-7.450000e-01	0.000000e+00	0
-7.150000e-01	0.000000e+00	0
-6.850000e-01	0.000000e+00	0
-6.550000e-01	0.000000e+00	0
-6.250000e-01	0.000000e+00	0
-5.950000e-01	0.000000e+00	0
-5.650000e-01	0.000000e+00	0
-5.350000e-01	2.200000e-04	44
-5.050000e-01	2.015000e-03	403
-4.750000e-01	7.055000e-03	1411
-4.450000e-01	1.563000e-02	3126
-4.150000e-01	2.354000e-02	4708
-3.850000e-01	2.967000e-02	5934
-3.550000e-01	3.059500e-02	6119
-3.250000e-01	3.433500e-02	6867
-2.950000e-01	3.990500e-02	7981
-2.650000e-01	4.326500e-02	8653
-2.350000e-01	4.630500e-02	9261
-2.050000e-01	4.872000e-02	9744
-1.750000e-01	5.020500e-02	10041
-1.450000e-01	5.066000e-02	10132
-1.150000e-01	5.305000e-02	10610
-8.500000e-02	4.653500e-02	9307
-5.500000e-02	4.140000e-02	8280
-2.500000e-02	3.445000e-02	6890
5.000000e-03	3.217000e-02	6434
3.500000e-02	3.227500e-02	6455
6.500000e-02	2.706000e-02	5412
9.500000e-02	2.190500e-02	4381
1.250000e-01	1.941000e-02	3882
1.550000e-01	1.747500e-02	3495
1.850000e-01	1.593000e-02	3186
2.150000e-01	1.597000e-02	3194
2.450000e-01	1.588000e-02	3176
2.750000e-01	1.643500e-02	3287
3.050000e-01	1.497500e-02	2995
3.350000e-01	1.499000e-02	2998
3.650000e-01	1.538000e-02	3076
3.950000e-01	1.890000e-02	3780
4.250000e-01	1.890500e-02	3781
4.550000e-01	1.083000e-02	2166
4.850000e-01	9.410000e-03	1882
5.150000e-01	8.775000e-03	1755
5.450000e-01	9.435000e-03	1887
5.750000e-01	1.055500e-02	2111
6.050000e-01	9.695000e-03	1939
6.350000e-01	6.445000e-03	1289
6.650000e-01	5.240000e-03	1048
6.950000e-01	4.730000e-03	946
7.250000e-01	4.610000e-03	922
7.550000e-01	3.340000e-03	668
7.850000e-01	2.820000e-03	564
8.150000e-01	2.435000e-03	487
8.450000e-01	2.145000e-03	429
8.750000e-01	1.570000e-03	314
9.050000e-01	1.355000e-03	271
9.350000e-01	1.345000e-03	269
9.650000e-01	1.330000e-03	266
9.950000e-01	1.045000e-03	209
1.025000e+00	1.105000e-03	221
1.055000e+00	8.950000e-04	179
1.085000e+00	8.450000e-04	169
1.115000e+00	7.150000e-04	143
1.145000e+00	7.500000e-04	150
1.175000e+00	6.800000e-04	136
1.205000e+00	7.000000e-04	140
1.235000e+00	4.900000e-04	98
1.265000e+00	4.600000e-04	92
1.295000e+00	3.200000e-04	64
1.325000e+00	2.300000e-04	46
1.355000e+00	1.500000e-04	30
1.385000e+00	1.050000e-04	21
1.415000e+00	1.250000e-04	25
1.445000e+00	6.000000e-05	12
1.475000e+00	2.000000e-05	4
1.505000e+00	2.500000e-05	5
1.535000e+00	0.000000e+00	0
1.565000e+00	0.000000e+00	0
1.595000e+00	0.000000e+00	0
1.625000e+00	0.000000e+00	0
1.655000e+00	0.000000e+00	0
1.685000e+00	0.000000e+00	0
1.715000e+00	0.000000e+00	0
1.745000e+00	0.000000e+00	0
1.775000e+00	0.000000e+00	0
1.805000e+00	0.000000e+00	0
1.835000e+00	0.000000e+00	0
1.865000e+00	0.000000e+00	0
1.895000e+00	0.000000e+00	0
1.925000e+00	0.000000e+00	0
1.955000e+00	0.000000e+00	0
1.985000e+00	0.000000e+00	0
