Maximum data : 1.199118e+00
Minimum data : -8.848275e-01
Median : -8.500000e-02
Average : -3.625837e-04
Variance : 2.192685e-01
Normalized entropy : 8.856559e-01
Data	Probability	The number of points
-9.850000e-01	0.000000e+00	0
-9.550000e-01	0.000000e+00	0
-9.250000e-01	0.000000e+00	0
-8.950000e-01	2.000000e-05	4
-8.650000e-01	4.185000e-03	837
-8.350000e-01	2.160500e-02	4321
-8.050000e-01	2.396000e-02	4792
-7.750000e-01	1.596000e-02	3192
-7.450000e-01	1.235000e-02	2470
-7.150000e-01	1.247500e-02	2495
-6.850000e-01	1.112500e-02	2225
-6.550000e-01	9.225000e-03	1845
-6.250000e-01	9.100000e-03	1820
-5.950000e-01	8.395000e-03	1679
-5.650000e-01	8.520000e-03	1704
-5.350000e-01	8.995000e-03	1799
-5.050000e-01	9.705000e-03	1941
-4.750000e-01	1.121000e-02	2242
-4.450000e-01	1.331500e-02	2663
-4.150000e-01	1.505000e-02	3010
-3.850000e-01	1.744500e-02	3489
-3.550000e-01	1.897000e-02	3794
-3.250000e-01	2.203000e-02	4406
-2.950000e-01	2.538000e-02	5076
-2.650000e-01	2.624000e-02	5248
-2.350000e-01	2.695500e-02	5391
-2.050000e-01	2.701500e-02	5403
-1.750000e-01	2.649000e-02	5298
-1.450000e-01	2.667000e-02	5334
-1.150000e-01	2.650500e-02	5301
-8.500000e-02	2.708000e-02	5416
-5.500000e-02	2.546500e-02	5093
-2.500000e-02	2.466500e-02	4933
5.000000e-03	2.337000e-02	4674
3.500000e-02	2.240000e-02	4480
6.500000e-02	2.211000e-02	4422
9.500000e-02	2.189000e-02	4378
1.250000e-01	2.118500e-02	4237
1.550000e-01	1.975000e-02	3950
1.850000e-01	2.010500e-02	4021
2.150000e-01	2.092500e-02	4185
2.450000e-01	2.211500e-02	4423
2.750000e-01	2.190000e-02	4380
3.050000e-01	2.028500e-02	4057
3.350000e-01	1.834000e-02	3668
3.650000e-01	1.708000e-02	3416
3.950000e-01	1.570500e-02	3141
4.250000e-01	1.538000e-02	3076
4.550000e-01	1.344000e-02	2688
4.850000e-01	1.215000e-02	2430
5.150000e-01	1.225500e-02	2451
5.450000e-01	1.169500e-02	2339
5.750000e-01	1.129000e-02	2258
6.050000e-01	9.815000e-03	1963
6.350000e-01	8.960000e-03	1792
6.650000e-01	8.810000e-03	1762
6.950000e-01	8.635000e-03	1727
7.250000e-01	8.615000e-03	1723
7.550000e-01	8.410000e-03	1682
7.850000e-01	8.415000e-03	1683
8.150000e-01	7.665000e-03	1533
8.450000e-01	7.135000e-03	1427
8.750000e-01	6.980000e-03	1396
9.050000e-01	6.740000e-03	1348
9.350000e-01	5.795000e-03	1159
9.650000e-01	5.395000e-03	1079
9.950000e-01	4.855000e-03	971
1.025000e+00	4.080000e-03	816
1.055000e+00	3.600000e-03	720
1.085000e+00	2.500000e-03	500
1.115000e+00	2.020000e-03	404
1.145000e+00	1.570000e-03	314
1.175000e+00	5.050000e-04	101
1.205000e+00	2.500000e-05	5
1.235000e+00	0.000000e+00	0
1.265000e+00	0.000000e+00	0
1.295000e+00	0.000000e+00	0
1.325000e+00	0.000000e+00	0
1.355000e+00	0.000000e+00	0
1.385000e+00	0.000000e+00	0
1.415000e+00	0.000000e+00	0
1.445000e+00	0.000000e+00	0
1.475000e+00	0.000000e+00	0
1.505000e+00	0.000000e+00	0
1.535000e+00	0.000000e+00	0
1.565000e+00	0.000000e+00	0
1.595000e+00	0.000000e+00	0
1.625000e+00	0.000000e+00	0
1.655000e+00	0.000000e+00	0
1.685000e+00	0.000000e+00	0
1.715000e+00	0.000000e+00	0
1.745000e+00	0.000000e+00	0
1.775000e+00	0.000000e+00	0
1.805000e+00	0.000000e+00	0
1.835000e+00	0.000000e+00	0
1.865000e+00	0.000000e+00	0
1.895000e+00	0.000000e+00	0
1.925000e+00	0.000000e+00	0
1.955000e+00	0.000000e+00	0
1.985000e+00	0.000000e+00	0
